Sno,Name,Contact Number,Fax,Address,Opening Hours,Link
3791,THE AESTHETICS FIRM PTE. LTD.,69572826,63165902,160 ROBINSON ROAD                                                                    SINGAPORE BUSINESS FEDERATION CENTER                                                                                          #05-01 Singapore 068914,Eve of Chinese New Year (24/01/2020) : 11:00 am to 08:00 pmMonday to Friday : 11:00 am to 08:00 pmSaturday : 11:00 am to 03:00 pmSunday :  Closed,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=46718
3792,THE AESTHETICS MEDICAL CLINIC,68363367,63165902,290 ORCHARD ROAD                                                                    PARAGON                                                                                          #06-21 Singapore 238859,Wednesday and Thursday : 11:00 am to 08:00 pmSaturday : 10:00 am to 06:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=38620
3793,THE AIVEE CLINIC BY DR Z TEO,66946378,63165902,290 ORCHARD ROAD                                                                    PARAGON                                                                                          #11-04/05 Singapore 238859,"Monday to Saturday : 03:00 pm to 08:00 pm, 12:00 pm to 08:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=36130
3794,THE ANAESTHETIC CLINIC @ ALVERNIA,69068839,63165902,820 THOMSON ROAD                                                                    MOUNT ALVERNIA HOSPITAL                                                                                          #07-67 Singapore 574623,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=46896
3795,THE ARTHRITIS & RHEUMATOLOGY CLINIC,62507727,63165902,38 IRRAWADDY ROAD                                                                    MT ELIZABETH NOVENA SPECIALIST CENTRE                                                                                          #07-45 Singapore 329563,Sunday and Public Holiday :  Closed,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=45281
3796,THE ARTISAN CLINIC,N/A,63165902,290 ORCHARD ROAD                                                                    THE PARAGON                                                                                          #07-01 Singapore 238859,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=47086
3797,THE BABY & CHILD CLINIC,65690981,63165902,BLK 644 BT BATOK CENTRAL                              #01-66 Singapore 650644,"Public Holiday to Public Holiday :  ClosedMonday to Tuesday : 09:00 am to 12:30 pm, 07:00 pm to 08:30 pmWednesday : 09:00 am to 12:30 pmThursday to Friday : 09:30 am to 12:30 pm, 07:00 pm to 08:30 pmSaturday to Sunday : 09:00 am to 12:30 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=42871
3798,THE BALMORAL CLINIC,63452202,63165902,5 STADIUM WALK                                                                    LEISURE PARK KALLANG                                                                                          #02-21 Singapore 397693,"Public Holiday to Public Holiday :  ClosedMonday to Friday : 09:30 am to 12:30 pm, 02:30 pm to 05:00 pmMonday to Friday : 09:30 am to 12:30 pm, 02:30 pm to 05:00 pmSaturday : 09:30 am to 12:30 pmSaturday to Saturday : 09:30 am to 12:30 pmSunday and Public Holiday :  ClosedSunday to Sunday :  Closed",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=36211
3799,THE BALMORAL CLINIC  FAMILY MEDICINE,67322033,63165902,271 BUKIT TIMAH RD                                                                    BALMORAL PLAZA                                                                                          #02-12 Singapore 259708,"Public Holiday to Public Holiday :  ClosedMonday to Friday : 09:00 am to 12:30 pm, 02:00 pm to 06:00 pmSaturday to Saturday : 09:00 am to 12:30 pmSaturday to Saturday : 09:00 am to 12:30 pmSunday and Public Holiday :  ClosedSunday to Sunday :  Closed",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=27120
3800,THE BELLE CLINIC,64448108,64449108,160 ROBINSON ROAD                                                                    SINGAPORE BUSINESS FEDERATION CENTER                                                                                          #03-02 Singapore 068914,Monday to Friday : 10:00 am to 07:00 pmSaturday : 09:00 am to 02:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=43421
3801,THE BISHAN FAMILY DOCTORS,64546698,64449108,BLK 283 BISHAN ST 22                              #01-181 Singapore 570283,"Eve of Chinese New Year (24/01/2020) : 08:30 am to 12:30 pmMonday : 08:30 am to 12:30 pm, 02:00 pm to 04:00 pm, 06:30 pm to 09:30 pmTuesday : 08:30 am to 12:30 pm, 02:00 pm to 04:00 pm, 06:30 pm to 09:30 pmWednesday : 08:30 am to 12:30 pm, 02:00 pm to 04:00 pmThursday : 08:30 am to 12:30 pm, 02:00 pm to 04:00 pm, 06:30 pm to 09:30 pmFriday : 08:30 am to 12:30 pm, 02:00 pm to 04:00 pmSaturday : 08:30 am to 12:30 pmSunday and Public Holiday :  Closed",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=27130
3802,THE BONHAM CLINIC,65331177,64449108,100 PECK SEAH STREET                              #11-16/17 Singapore 079333,"Eve of Lunar New Year (04/02/2019) : 08:30 am to 01:00 pmMonday to Friday : 08:30 am to 01:00 pm, 02:00 pm to 05:30 pmSaturday : 08:30 am to 01:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=27140
3803,THE BRACES PRACTICE,64632306,64449108,12A LORONG MAMBONG                                                                    HOLLAND VILLAGE                                                                                           Singapore 277676,Monday :  ClosedTuesday to Friday : 11:00 am to 09:00 pmSaturday : 09:00 am to 05:00 pmSunday : 09:00 am to 01:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=44990
3804,THE BRAIN AND SPINE CLINIC,64722022,64449108,6A NAPIER ROAD                                                                    GLENEAGLES HOSPITAL ANNEXE BLOCK                                                                                          #03-38 Singapore 258500,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=39631
3805,THE BRAIN AND SPINE CLINIC,64722022,64449108,820 THOMSON ROAD                                                                    MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D                                                                                          #08-63 Singapore 574623,Monday to Friday : 09:00 am to 05:00 pmSaturday : 09:00 am to 01:00 pmSunday :  Closed,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=45016
3806,THE BREAST CANCER AND LYMPHOEDEMA CENTER,67341213,64449108,1 FARRER PARK STATION ROAD                                                                    CONNEXION                                                                                          #11-20 Singapore 217562,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=46951
3807,THE BREAST CLINIC,68178889,64449108,3 MOUNT ELIZABETH                                                                    MOUNT ELIZABETH HOSPITAL                                                                                          #07-04 Singapore 228510,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=46886
3808,THE BREAST CLINIC,68178889,64449108,290 ORCHARD ROAD                                                                    PARAGON                                                                                          #16-12 Singapore 238859,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=46887
3809,THE CANCER CENTRE,68351000,64449108,290 ORCHARD ROAD                                                                    PARAGON                                                                                          #17-05/06 Singapore 238859,Monday to Friday : 09:00 am to 06:00 pmSaturday : 09:00 am to 01:00 pmSunday and Public Holiday :  Closed,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=34572
3810,THE CARDIAC CENTRE PTE LTD,67321881,67361652,1 FARRER PARK STATION ROAD                                                                    CONNEXION                                                                                          #07-17 Singapore 217562,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=27170
3811,THE CARDIO CLINIC @ FARRER,62442667,67361652,1 FARRER PARK STATION ROAD                                                                    CONNEXION                                                                                          #12-07 Singapore 217562,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=46772
3812,THE CARDIOLOGY PRACTICE,62448112,67361652,1 FARRER PARK STATION ROAD                                                                    FARRER PARK MEDICAL CENTRE                                                                                          #08-01 Singapore 217562,Monday to Friday : 08:00 am to 05:00 pmSaturday : 08:00 am to 01:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=46509
3813,THE CHEERY CHILD CLINIC,68753927,67361652,1187 UPPER SERANGOON ROAD                                                                    THE MIDTOWN                                                                                          #02-20 Singapore 533971,"Monday : 09:30 am to 01:30 pm, 06:00 pm to 09:00 pmTuesday and Thursday : 09:30 am to 03:30 pmWednesday and Friday : 06:00 pm to 09:00 pmSaturday and Public Holiday :  ClosedSunday : 09:30 am to 01:30 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=45908
3814,THE CHELSEA CLINIC,96616683,67361652,501 ORCHARD ROAD                                                                    WHEELOCK PLACE                                                                                          #05-08A Singapore 238880,"Eve of Chinese New Year (24/01/2020) : 09:30 am to 01:00 pmMonday and Tuesday : 09:30 am to 12:30 pm, 02:00 pm to 06:30 pmWednesday : 09:30 am to 01:30 pm, 04:00 pm to 08:00 pmThursday : 09:30 am to 01:30 pm, 03:00 pm to 08:00 pmFriday : 09:30 am to 12:30 pm, 02:00 pm to 06:30 pmSaturday : 09:00 am to 12:30 pmSunday and Public Holiday :  Closed",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=43690
3815,THE CHELSEA CLINIC (ROCHESTER),65703913,67361652,35 ROCHESTER DRIVE                                                                    THE ROCHESTER                                                                                          #03-21 Singapore 138639,"Monday to Tuesday : 09:00 am to 12:30 pm, 02:00 pm to 06:00 pmWednesday : 09:00 am to 12:30 pmThursday : 09:00 am to 12:30 pm, 02:00 pm to 06:00 pmFriday : 09:00 am to 12:30 pm, 02:00 pm to 06:00 pmSaturday : 09:00 am to 12:30 pmSunday and Public Holiday :  Closed",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=41291
3816,THE CHEST AND INTERNAL MEDICINE CLINIC,66944333,67361652,38 IRRAWADDY ROAD                                                                    Mount Elizabeth Novena Specialist Centre                                                                                          #10-25 Singapore 329563,Monday to Friday : 09:00 am to 05:00 pmSaturday to Saturday : 09:00 am to 01:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=42692
3817,THE CHILD AND ALLERGY CLINIC,67360533,67361652,3 Mount Elizabeth                                                                    Mt Elizabeth Medical Centre                                                                                          #11-11 Singapore 228510,Monday to Friday : 08:00 am to 05:00 pmSaturday : 08:00 am to 01:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=27200
3818,THE CHILDREN'S ENT CENTRE,62588638,67361652,820 THOMSON ROAD                                                                    MOUNT ALVERNIA MEDICAL CENTRE                                                                                          #07-65 Singapore 574623,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=45544
3819,THE CHILDREN'S EYE AND ENT CENTRE,63398938,67361652,38 IRRAWADDY ROAD                                                                    MOUNT ELIZABETH NOVENA SPECIALIST CENTRE                                                                                          #10-21/39/40 Singapore 329563,Monday to Friday : 08:30 am to 05:00 pmSaturday : 08:30 am to 12:30 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=44801
3820,THE CHONG FAMILY CLINIC PTE LTD,62661998,67784886,BLK 442 CLEMENTI AVENUE 3                              #01-113 Singapore 120442,"Public Holiday :  ClosedEve of Chinese New Year (24/01/2020) : 08:30 am to 01:00 pmMonday to Wednesday : 08:30 am to 03:00 pm, 06:00 pm to 09:30 pmThursday :  ClosedFriday : 08:30 am to 03:00 pm, 06:00 pm to 09:30 pmSaturday : 08:30 am to 01:00 pmSunday : 02:00 pm to 06:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=45769
3821,THE CHUNGKIAW FAMILY PRACTICE PTE LTD,64551009,67784886,17 ANG MO KIO AVE 9                                                                    ANG MO KIO THYE HUA KWAN HOSPITAL                                                                                          #01-06 Singapore 569766,Lunar New Year (06/02/2019) : 08:45 am to 03:30 pmSunday to Public Holiday :  Closed,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=27230
3822,THE CIVIC CLINIC,64412436,67784886,BLK 537 BEDOK NORTH ST 3                              #01-515 Singapore 460537,Eve of Chinese New Year (24/01/2020) : 08:30 am to 12:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=27240
3823,THE CLIFFORD CLINIC,65322400,67784886,24 Raffles Place                                                                    Clifford Centre                                                                                          #01-03 Singapore 048621,Eve of Chinese New Year (24/01/2020) : 10:00 am to 02:00 pmMonday to Friday : 10:00 am to 08:00 pmSaturday : 10:00 am to 05:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=44833
3824,THE CLIFFORD CLINIC PRESTIGE,65322400,67784886,31 SCOTTS ROAD                               Singapore 228225,Eve of Chinese New Year (24/01/2020) : 10:00 am to 02:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=46594
3825,THE CLINIC @ APERIA,63416892,67784886,12 KALLANG AVENUE                                                                    APERIA                                                                                          #03-15 Singapore 339511,"Eve of Lunar New Year (04/02/2019) : 08:30 am to 02:00 pmMonday to Friday : 08:30 am to 01:00 pm, 02:00 pm to 05:30 pmSaturday to Saturday : 08:30 am to 12:30 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=44885
3826,THE CLINIC @ BUSINESS CITY,68167180,67784886,20 PASIR PANJANG ROAD                                                                    MAPLETREE BUSINESS CITY                                                                                          #02-26 Singapore 117439,Eve of Lunar New Year (04/02/2019) : 08:30 am to 02:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=45546
3827,THE CLINIC @ CAMPUS,63339300,67784886,70 STAMFORD ROAD                                                                    LI KA SHING LIBRARY BUILDING                                                                                          #B1-21 Singapore 178901,Eve of Chinese New Year (24/01/2020) : 08:30 am to 02:00 pmMonday to Friday : 08:30 am to 05:30 pmSaturday : 08:30 am to 12:30 pmSunday :  Closed,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=40602
3828,THE CLINIC @ CAPITAGREEN,63846851,67784886,138 MARKET STREET                                                                    CAPITAGREEN                                                                                          #02-01A Singapore 048946,"Eve of Chinese New Year (24/01/2020) : 08:30 am to 02:00 pmMonday to Friday : 08:30 am to 01:00 pm, 02:00 pm to 05:30 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=45266
3829,THE CLINIC @ ONE GEORGE STREET,64385322,67784886,1 GEORGE STREET                                                                    (LOBBY C)                                                                                          #05-05 Singapore 049145,"Public Holiday :  ClosedEve of Chinese New Year (24/01/2020) : 08:30 am to 02:00 pmMonday to Friday : 08:30 am to 01:00 pm, 02:00 pm to 05:30 pmSaturday and Sunday :  Closed",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=38240
3830,THE CLINIC @ TAI SENG,63840160,64381575,18 TAI SENG STREET                                                                    MAPLETREE 18                                                                                          #01-07/08 Singapore 539775,"Eve of Chinese New Year (24/01/2020) : 08:30 am to 02:00 pmMonday to Friday : 08:30 am to 01:00 pm, 02:00 pm to 06:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=45755
3831,THE CLINIC GROUP @ MARINA ONE,62828518,64381575,5 STRAITS VIEW                                                                    MARINA ONE THE HEART                                                                                          #01-07 Singapore 018935,Public Holiday :  ClosedEve of Chinese New Year (24/01/2020) : 08:30 am to 02:00 pmMonday to Friday : 08:30 am to 05:30 pmSaturday : 08:30 am to 12:30 pmSunday :  Closed,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=46476
3832,THE CLINIC@FUSIONOPOLIS,64660602,64381575,1 FUSIONOPOLIS PLACE                                                                    GALAXIS                                                                                          #01-05 Singapore 138522,"Eve of Chinese New Year (24/01/2020) : 08:30 am to 02:00 pmMonday to Friday : 08:30 am to 01:00 pm, 02:00 pm to 05:30 pmSaturday to Saturday : 08:30 am to 12:30 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=43410
3833,THE CLINIQ,91172541,64381575,BLK 590A MONTREAL LINK                              #01-23 Singapore 751590,"Public Holiday :  ClosedEve of Lunar New Year (04/02/2019) : 09:00 am to 12:00 pm, 04:00 pm to 06:00 pmMonday to Thursday : 09:00 am to 12:00 pm, 04:00 pm to 06:00 pm, 08:00 pm to 11:00 pmFriday and Saturday :  ClosedSunday : 09:00 am to 12:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=44786
3834,THE COLORECTAL CLINIC @ MT ALVERNIA,98250971,64381575,820 THOMSON ROAD                                                                    MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D                                                                                          #07-51 Singapore 574623,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=34624
3835,THE COLORECTAL CLINIC PTE LTD,98250971,64381575,38 IRRAWADDY ROAD                                                                    MOUNT ELIZABETH NOVENA SPECIALIST CENTRE                                                                                          #06-37 Singapore 329563,Monday to Friday : 09:00 am to 05:00 pmSaturday : 09:00 am to 01:00 pmSunday and Public Holiday :  Closed,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=27260
3836,THE CORONATION CLINIC,64686768,64381575,587 BUKIT TIMAH ROAD                              #02-01 Singapore 269707,"Public Holiday :  ClosedEve of Chinese New Year (24/01/2020) : 09:00 am to 12:30 amMonday to Friday : 09:00 am to 12:30 pm, 02:00 pm to 05:00 pmSaturday : 09:00 am to 12:30 pmSunday : 09:30 am to 12:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=27270
3837,THE COVETTE CLINIC,66341516,64381575,2 ORCHARD TURN                                                                    ION ORCHARD                                                                                          #03-24A Singapore 238801,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=46196
3838,THE DENTAL BOUTIQUE,68761761,64381575,BLK 204 BEDOK NORTH STREET 1                              #01-401 Singapore 460204,"Monday to Saturday : 09:30 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=44839
3839,THE DENTAL CENTRE,67758279,64381575,BLK 354 CLEMENTI AVE 2                              #01-249 Singapore 120354,"Public Holiday :  ClosedMonday to Friday : 09:00 am to 12:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 08:00 pmSaturday : 09:00 am to 12:00 pm, 02:00 pm to 05:00 pmSunday : 09:00 am to 12:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=27290
3840,THE DENTAL CLINIC,67669118,67606180,390 UPPER BUKIT TIMAH ROAD                                                                    THE RAILMALL                                                                                           Singapore 678045,Monday to Saturday : 09:00 am to 06:00 pmSunday : 09:00 am to 01:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=39651
3841,"THE DENTAL CLINIC , KENT RIDGE",67731613,67606180,20 LOWER KENT RIDGE ROAD                                                                    UNIVERSITY HEALTH CENTRE                                                                                          #B1 Singapore 119080,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=36020
3842,THE DENTAL GALLERY,61008033,67606180,494 GEYLANG ROAD                               Singapore 389452,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=42072
3843,THE DENTAL GALLERY CHOA CHU KANG,67600010,67606180,BLK 810 CHOA CHU KANG AVENUE 7                              #01-08 Singapore 680810,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=45585
3844,THE DENTAL GALLERY DAWSON,62520020,67606180,85 DAWSON ROAD                              #01-05 Singapore 141085,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=45294
3845,THE DENTAL HUB ( YEW TEE),66342535,67606180,21 CHOA CHU KANG NORTH 6                                                                    YEW TEE POINT                                                                                          #B1-24 Singapore 689578,Monday to Friday : 09:00 am to 09:00 pmSaturday and Sunday : 09:00 am to 05:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=7V9npQQDFpyh0myQqZR9hNw9WKTBZhXfYSJ72PTKXjjknvr2t7zk!-774379965!NONE&task=view&toBack=search&pkId=41490
